symbol,feature_id,period_end,publication_date,metric,aggregation,asset_ids,asset_count,current_value,lag_period_end,lag_value_as_of_publication,operating_yoy_pct,current_observation_ids,lag_observation_ids,current_quality_status,lag_quality_status,lineage_quality_status,prior_yoy_observations,expected_yoy_pct,operating_surprise_pct,asset_type,decision_date,universe_count,signal_rank,signal_rank_pct,selected,raw_operating_surprise_pct,signal_price_date,unadjusted_close,ttm_dpu_per_unit,ttm_distribution_yield,nav_per_unit,nav_to_price,total_return_momentum_20d,raw_operating_surprise_pct_rank_pct,ttm_distribution_yield_rank_pct,nav_to_price_rank_pct,total_return_momentum_20d_rank_pct,model_score,phase4_universe_count,model_rank,entry_date,holding_end,holding_period_return_pct,holding_period_benchmark_pct,forward_horizon_days,forward_horizon_end,forward_return_pct,benchmark_return_pct,forward_excess_return_pct
508026,hydro_generation_yoy,2025-09-30,2025-10-28,power_generation,sum,wuyiqiao_1_5,1,22043.064,2024-09-30,23640.0112,-6.755272603254947,508026:wuyiqiao_1_5:20250930:power_generation:508026_2025Q3,508026:wuyiqiao_1_5:20240930:power_generation:508026_2024Q3,verified,verified,verified,1,14.307212941519222,0.46875,hydropower,2025-10-28,8,7.0,0.25,False,-21.06248554477417,2025-10-28,4.265,0.2646999999999999,0.06206330597889798,2.5561,0.5993200468933177,0.024764150943396013,0.25,0.5,0.125,1.0,0.46875,8,6,2025-10-29,2026-01-23,-3.8011049723757018,-0.4220732924568704,20,2025-11-26,1.4585635359116056,-0.790912115594844,2.2494756515064496
508028,wind_generation_yoy,2025-09-30,2025-10-28,power_generation,sum,binhai_h1_h2,1,21963.23,2024-09-30,29151.13,-24.657363196555337,508028:binhai_h1_h2:20250930:power_generation:SSE_508028_20251028_036Z,508028:binhai_h1_h2:20240930:power_generation:SSE_508028_20241025_2Z9V,unverified,unverified,contains_unverified_source_registry,5,3.037031962992522,0.4375,wind,2025-10-28,8,8.0,0.125,False,-27.69439515954786,2025-10-28,10.797,0.8559,0.0792720200055571,8.9243,0.8265536723163842,-0.013972602739725892,0.125,0.75,0.375,0.5,0.4375,8,7,2025-10-29,2026-01-23,-1.7057403224550294,-0.4220732924568704,20,2025-11-26,-0.5685801074850061,-0.790912115594844,0.2223320081098379
508096,solar_settlement_yoy,2025-09-30,2025-10-27,settled_electricity,sum,hubei_jingtai_pv|yulin_pv,2,11000.0,2024-09-30,13200.0,-16.666666666666664,508096:hubei_jingtai_pv:20250930:settled_electricity:SSE_508096_20251027_34QT|508096:yulin_pv:20250930:settled_electricity:SSE_508096_20251027_34QT,508096:hubei_jingtai_pv:20240930:settled_electricity:SSE_508096_20241024_4OB1|508096:yulin_pv:20240930:settled_electricity:SSE_508096_20241024_4OB1,unverified,unverified,contains_unverified_source_registry,5,-16.05952934943923,0.375,mixed_energy,2025-10-28,8,5.0,0.5,False,-0.6071373172274335,2025-10-28,10.969,0.8591599999999999,0.07832619199562403,8.5312,0.777755492752302,-0.03789141303394439,0.5,0.625,0.25,0.125,0.375,8,8,2025-10-29,2026-01-23,-6.994971901804203,-0.4220732924568704,20,2025-11-26,-1.5084294587400127,-0.790912115594844,-0.7175173431451687
508056,glp_post_expansion_occupancy_yoy,2025-12-31,2026-01-22,occupancy,sum,post_expansion_portfolio,1,89.54,2024-12-31,86.37,3.670255875882833,508056:post_expansion_portfolio:20251231:occupancy:SSE_508056_20260122_3U4R,508056:post_expansion_portfolio:20241231:occupancy:SSE_508056_20250122_9XL0,verified,verified,verified,6,1.341657973819834,0.65625,logistics,2026-01-22,8,3.0,0.75,True,2.3285979020629988,2026-01-22,3.333,0.17662,0.05299129912991299,3.4197,1.026012601260126,0.05941324129275194,0.75,0.375,0.75,0.75,0.65625,8,1,2026-01-23,2026-04-23,-7.384017488462469,-2.0534410172695194,20,2026-03-02,0.7043964051493878,-1.5541617741119396,2.2585581792613274
180201,guanghe_traffic_yoy,2025-12-31,2026-01-22,traffic_volume,sum,guanghe_expressway,1,130600.0,2024-12-31,133700.0,-2.3186237845923663,180201:guanghe_expressway:20251231:traffic_volume:SZSE_1224944344,180201:guanghe_expressway:20241231:traffic_volume:SZSE_1222390047,verified,verified,verified,7,-2.1791815745445198,0.65625,toll_road,2026-01-22,8,5.0,0.5,True,-0.13944221004784652,2026-01-22,8.086,0.7258,0.08976007914914667,10.4979,1.29828097947069,0.016024464831804197,0.5,1.0,0.875,0.25,0.65625,8,2,2026-01-23,2026-04-23,0.1286559739257065,-2.0534410172695194,20,2026-03-02,-0.32592846727850233,-1.5541617741119396,1.2282333068334372
508018,jiayu_tongcheng_traffic_yoy,2025-12-31,2026-01-22,traffic_volume,sum,jiayu_tongcheng_expressway,1,23361.89,2024-12-31,23400.0,-0.16286324786325412,508018:jiayu_tongcheng_expressway:20251231:traffic_volume:SSE_508018_20260122_1JOC,508018:jiayu_tongcheng_expressway:20241231:traffic_volume:SSE_508018_20250122_8BLC,verified,verified,verified,6,2.4410952481952726,0.65625,toll_road,2026-01-22,8,6.0,0.375,False,-2.6039584960585267,2026-01-22,5.6,0.25578999999999996,0.04567678571428571,7.5997,1.3570892857142858,0.11553784860557781,0.375,0.25,1.0,1.0,0.65625,8,3,2026-01-23,2026-04-23,1.3114259873379552,-2.0534410172695194,20,2026-03-02,-1.296352125414535,-1.5541617741119396,0.25780964869740464
508028,wind_generation_yoy,2025-12-31,2026-01-22,power_generation,sum,binhai_h1_h2,1,35849.05,2024-12-31,31073.04,15.370269532688141,508028:binhai_h1_h2:20251231:power_generation:SSE_508028_20260122_8WBS,508028:binhai_h1_h2:20241231:power_generation:SSE_508028_20250122_36A6,unverified,unverified,contains_unverified_source_registry,6,-1.5787005635987879,0.625,wind,2026-01-22,8,1.0,1.0,False,16.948970096286928,2026-01-22,10.424,0.6788000000000001,0.06511895625479663,8.9243,0.856130084420568,0.037621335425041647,1.0,0.75,0.25,0.5,0.625,8,4,2026-01-23,2026-04-23,-0.6893819334389817,-2.0534410172695194,20,2026-03-02,-0.8003169572107671,-1.5541617741119396,0.7538448169011724
508096,solar_settlement_yoy,2025-12-31,2026-01-22,settled_electricity,sum,hubei_jingtai_pv|yulin_pv,2,8500.0,2024-12-31,9000.0,-5.555555555555558,508096:hubei_jingtai_pv:20251231:settled_electricity:SSE_508096_20260122_2ECJ|508096:yulin_pv:20251231:settled_electricity:SSE_508096_20260122_2ECJ,508096:hubei_jingtai_pv:20241231:settled_electricity:SSE_508096_20250121_E6TE|508096:yulin_pv:20241231:settled_electricity:SSE_508096_20250121_E6TE,unverified,unverified,contains_unverified_source_registry,6,-16.160718902310467,0.53125,mixed_energy,2026-01-22,8,2.0,0.875,False,10.60516334675491,2026-01-22,9.781,0.5689399999999999,0.05816787649524587,8.5312,0.872221654227584,0.03139010708822032,0.875,0.5,0.375,0.375,0.53125,8,5,2026-01-23,2026-04-23,1.0574018126888296,-2.0534410172695194,20,2026-03-02,1.3992685641596392,-1.5541617741119396,2.9534303382715787
180301,yantian_occupancy_yoy,2025-12-31,2026-01-22,occupancy,sum,modern_logistics_center,1,91.14,2024-12-31,93.0,-2.0000000000000018,180301:modern_logistics_center:20251231:occupancy:SZSE_1224943596,180301:modern_logistics_center:20241231:occupancy:SZSE_1222389148,verified,verified,verified,7,-1.9843964036986768,0.53125,logistics,2026-01-22,8,4.0,0.625,False,-0.015603596301325018,2026-01-22,2.436,0.09849999999999999,0.04043513957307061,2.1883,0.8983169129720854,0.07835325365205836,0.625,0.125,0.5,0.875,0.53125,8,6,2026-01-23,2026-04-23,-1.0427528675703845,-2.0534410172695194,20,2026-03-02,-0.48661800486616835,-1.5541617741119396,1.0675437692457712
180401,gas_settlement_yoy,2025-12-31,2026-01-21,settled_electricity,sum,dongbu_power_phase1,1,64582.65,2024-12-31,71922.4,-10.205096047962792,180401:dongbu_power_phase1:20251231:settled_electricity:SZSE_1224942753,180401:dongbu_power_phase1:20241231:settled_electricity:SZSE_1222380727,unverified,unverified,contains_unverified_source_registry,9,-7.214832986795582,0.46875,gas_power,2026-01-22,8,7.0,0.25,False,-2.9902630611672105,2026-01-22,5.449,0.4316,0.07920719398054689,5.3503,0.9818865846944393,0.012825278810408847,0.25,0.875,0.625,0.125,0.46875,8,7,2026-01-23,2026-04-23,0.5032907471931969,-2.0534410172695194,20,2026-03-02,0.5807200929152101,-1.5541617741119396,2.1348818670271497
508026,hydro_generation_yoy,2025-12-31,2026-01-22,power_generation,sum,wuyiqiao_1_5,1,9775.3648,2024-12-31,12754.297,-23.356302585708967,508026:wuyiqiao_1_5:20251231:power_generation:508026_2025Q4,508026:wuyiqiao_1_5:20241231:power_generation:508026_2024Q4,verified,verified,verified,2,3.7759701691321372,0.375,hydropower,2026-01-22,8,8.0,0.125,False,-27.132272754841104,2026-01-22,4.098,0.2646999999999999,0.06459248413860418,2.5561,0.623743289409468,0.04142312579415508,0.125,0.625,0.125,0.625,0.375,8,8,2026-01-23,2026-04-23,3.5148173673328786,-2.0534410172695194,20,2026-03-02,-0.2986446129106368,-1.5541617741119396,1.2555171612013027
180401,gas_settlement_yoy,2026-03-31,2026-04-21,settled_electricity,sum,dongbu_power_phase1,1,62136.25,2025-03-31,50722.65,22.501978898973142,180401:dongbu_power_phase1:20260331:settled_electricity:SZSE_1225132017,180401:dongbu_power_phase1:20250331:settled_electricity:SZSE_1223155851,unverified,unverified,contains_unverified_source_registry,10,-7.5138592929123025,0.78125,gas_power,2026-04-22,8,2.0,0.875,True,30.015838191885443,2026-04-22,5.535,0.4316,0.07797651309846432,5.0233,0.9075519421860885,0.0159691629955947,0.875,0.875,0.625,0.75,0.78125,8,1,2026-04-23,2026-07-22,3.4540318438623485,-7.447368421052625,20,2026-05-26,3.7878787878787845,-2.739766081871342,6.527644869750127
508018,jiayu_tongcheng_traffic_yoy,2026-03-31,2026-04-22,traffic_volume,sum,jiayu_tongcheng_expressway,1,29382.44,2025-03-31,27500.0,6.8452363636363645,508018:jiayu_tongcheng_expressway:20260331:traffic_volume:SSE_508018_20260422_LXZD,508018:jiayu_tongcheng_expressway:20250331:traffic_volume:SSE_508018_20250422_PA2W,verified,verified,verified,7,2.069101177329769,0.75,toll_road,2026-04-22,8,5.0,0.5,True,4.776135186306595,2026-04-22,5.652,0.25578999999999996,0.04525654635527246,7.4036,1.3099079971691436,0.025585193249863858,0.5,0.5,1.0,1.0,0.75,8,2,2026-04-23,2026-07-22,3.675048355899424,-7.447368421052625,20,2026-05-26,7.022764469572973,-2.739766081871342,9.762530551444314
180201,guanghe_traffic_yoy,2026-03-31,2026-04-22,traffic_volume,sum,guanghe_expressway,1,141000.0,2025-03-31,134600.0,4.754829123328386,180201:guanghe_expressway:20260331:traffic_volume:SZSE_1225140159,180201:guanghe_expressway:20250331:traffic_volume:SZSE_1223191935,verified,verified,verified,8,-2.1966118508005006,0.71875,toll_road,2026-04-22,8,4.0,0.625,False,6.951440974128886,2026-04-22,7.99,0.73,0.09136420525657071,10.0063,1.2523529411764704,0.0017207472959686054,0.625,1.0,0.875,0.375,0.71875,8,3,2026-04-23,2026-07-22,-2.398492376220651,-7.447368421052625,20,2026-05-26,0.1627548398149825,-2.739766081871342,2.9025209216863246
508026,hydro_generation_yoy,2026-03-31,2026-04-22,power_generation,sum,wuyiqiao_1_5,1,8590.6752,2025-03-31,5791.1392,48.34171487364698,508026:wuyiqiao_1_5:20260331:power_generation:508026_2026Q1,508026:wuyiqiao_1_5:20250331:power_generation:508026_2025Q1,verified,verified,verified,3,-5.268120749148231,0.5625,hydropower,2026-04-22,8,1.0,1.0,False,53.60983562279521,2026-04-22,4.226,0.16999999999999998,0.04022716516800757,2.3024,0.5448177946048273,0.02324455205811149,1.0,0.25,0.125,0.875,0.5625,8,4,2026-04-23,2026-07-22,-9.276520195295168,-7.447368421052625,20,2026-05-26,-0.5770084332001768,-2.739766081871342,2.1627576486711653
508096,solar_settlement_yoy,2026-03-31,2026-04-22,settled_electricity,sum,hubei_jingtai_pv|yulin_pv,2,9700.0,2025-03-31,10300.0,-5.825242718446599,508096:hubei_jingtai_pv:20260331:settled_electricity:SSE_508096_20260422_A83Y|508096:yulin_pv:20260331:settled_electricity:SSE_508096_20260422_A83Y,508096:hubei_jingtai_pv:20250331:settled_electricity:SSE_508096_20250422_WDVS|508096:yulin_pv:20250331:settled_electricity:SSE_508096_20250422_WDVS,unverified,unverified,contains_unverified_source_registry,7,-14.645695567059766,0.5625,mixed_energy,2026-04-22,8,3.0,0.75,False,8.820452848613167,2026-04-22,9.968,0.5689399999999999,0.0570766452648475,8.8388,0.886717495987159,-0.004792332268370614,0.75,0.75,0.5,0.25,0.5625,8,5,2026-04-23,2026-07-22,-1.4790339076390602,-7.447368421052625,20,2026-05-26,1.1800802454566828,-2.739766081871342,3.919846327328025
508056,glp_post_expansion_occupancy_yoy,2026-03-31,2026-04-22,occupancy,sum,post_expansion_portfolio,1,86.72,2025-03-31,90.59,-4.271994701401926,508056:post_expansion_portfolio:20260331:occupancy:SSE_508056_20260422_YTZD,508056:post_expansion_portfolio:20250331:occupancy:SSE_508056_20250422_C26F,verified,verified,verified,7,1.674314816971691,0.5625,logistics,2026-04-22,8,7.0,0.25,False,-5.946309518373617,2026-04-22,3.035,0.17292000000000002,0.05697528830313015,3.2017,1.0549258649093904,0.010761154855642996,0.25,0.625,0.75,0.625,0.5625,8,6,2026-04-23,2026-07-22,-14.896407028586411,-7.447368421052625,20,2026-05-26,-8.916863362182015,-2.739766081871342,-6.177097280310673
180301,yantian_occupancy_yoy,2026-03-31,2026-04-21,occupancy,sum,modern_logistics_center,1,91.73,2025-03-31,95.29,-3.735963899674677,180301:modern_logistics_center:20260331:occupancy:SZSE_1225127044,180301:modern_logistics_center:20250331:occupancy:SZSE_1223185276,verified,verified,verified,8,-1.9863468532363426,0.40625,logistics,2026-04-22,8,6.0,0.375,False,-1.7496170464383343,2026-04-22,2.378,0.0970799999999999,0.04082422203532376,2.0835,0.8761564339781328,0.002585630743525247,0.375,0.375,0.375,0.5,0.40625,8,7,2026-04-23,2026-07-22,-9.799789251844048,-7.447368421052625,20,2026-05-26,-5.022831050228305,-2.739766081871342,-2.283064968356963
508028,wind_generation_yoy,2026-03-31,2026-04-22,power_generation,sum,binhai_h1_h2,1,28156.57,2025-03-31,34933.27,-19.39898555159594,508028:binhai_h1_h2:20260331:power_generation:SSE_508028_20260422_YR89,508028:binhai_h1_h2:20250331:power_generation:SSE_508028_20250422_YHMC,unverified,unverified,contains_unverified_source_registry,7,0.8425808787279162,0.15625,wind,2026-04-22,8,8.0,0.125,False,-20.241566430323854,2026-04-22,10.361,0.1587,0.015317054338384326,8.5982,0.829861982434128,-0.018286905438696155,0.125,0.125,0.25,0.125,0.15625,8,8,2026-04-23,2026-07-22,-1.1489667278385074,-7.447368421052625,20,2026-05-26,1.1808824702784548,-2.739766081871342,3.920648552149797
508096,solar_settlement_yoy,2026-06-30,2026-07-21,settled_electricity,sum,hubei_jingtai_pv|yulin_pv,2,12200.0,2025-06-30,11100.0,9.90990990990992,508096:hubei_jingtai_pv:20260630:settled_electricity:508096_2026Q2|508096:yulin_pv:20260630:settled_electricity:508096_2026Q2,508096:hubei_jingtai_pv:20250630:settled_electricity:SSE_508096_20250721_YPD3|508096:yulin_pv:20250630:settled_electricity:SSE_508096_20250721_YPD3,verified,unverified,contains_unverified_source_registry,8,-13.543138960983121,0.8125,mixed_energy,2026-07-21,8,1.0,1.0,True,23.453048870893042,2026-07-21,9.458,0.9185499999999999,0.09711884119264114,8.8388,0.9345316134489322,0.039340659340659334,1.0,1.0,0.5,0.75,0.8125,8,1,2026-07-22,2026-09-02,-0.2156032899464977,-0.9046009330342608,20,2026-08-19,0.6627804839095974,-1.4479933444960458,2.110773828405643
508056,glp_post_expansion_occupancy_yoy,2026-06-30,2026-07-21,occupancy,sum,post_expansion_portfolio,1,92.34,2025-06-30,92.24,0.10841283607980756,508056:post_expansion_portfolio:20260630:occupancy:SSE_508056_20260721_IU7O,508056:post_expansion_portfolio:20250630:occupancy:SSE_508056_20250721_ICAX,verified,verified,verified,8,0.9310261271749888,0.8125,logistics,2026-07-21,8,5.0,0.5,True,-0.8226132910951812,2026-07-21,2.426,0.20668000000000003,0.08519373454245673,3.2017,1.3197444352844188,0.10949932341001367,0.5,0.75,1.0,1.0,0.8125,8,2,2026-07-22,2026-09-02,-1.3867488443759624,-0.9046009330342608,20,2026-08-19,-4.530046224961481,-1.4479933444960458,-3.0820528804654352
180201,guanghe_traffic_yoy,2026-06-30,2026-07-21,traffic_volume,sum,guanghe_expressway,1,133800.0,2025-06-30,132600.0,0.9049773755656076,180201:guanghe_expressway:20260630:traffic_volume:SZSE_1225433696,180201:guanghe_expressway:20250630:traffic_volume:SZSE_1224215339,verified,verified,verified,9,-1.4242295203417354,0.6875,toll_road,2026-07-21,8,2.0,0.875,False,2.329206895907343,2026-07-21,7.706,0.73,0.09473137814689851,10.0063,1.2985076563716582,-0.009256878374903521,0.875,0.875,0.875,0.125,0.6875,8,3,2026-07-22,2026-09-02,-4.247849745480082,-0.9046009330342608,20,2026-08-19,-2.6241881692118607,-1.4479933444960458,-1.176194824715815
508018,jiayu_tongcheng_traffic_yoy,2026-06-30,2026-07-21,traffic_volume,sum,jiayu_tongcheng_expressway,1,23751.12,2025-06-30,22795.89,4.190360630797918,508018:jiayu_tongcheng_expressway:20260630:traffic_volume:SSE_508018_20260721_VWHG,508018:jiayu_tongcheng_expressway:20250630:traffic_volume:SSE_508018_20250721_QGWH,verified,verified,verified,8,2.666118075618093,0.65625,toll_road,2026-07-21,8,3.0,0.75,False,1.5242425551798249,2026-07-21,5.784,0.27636,0.04778008298755187,7.4036,1.2800138312586447,0.042162162162162176,0.75,0.25,0.75,0.875,0.65625,8,4,2026-07-22,2026-09-02,-0.3444316877152742,-0.9046009330342608,20,2026-08-19,1.1337543053960841,-1.4479933444960458,2.58174764989213
180301,yantian_occupancy_yoy,2026-06-30,2026-07-21,occupancy,sum,modern_logistics_center,1,93.59,2025-06-30,96.05,-2.561166059344089,180301:modern_logistics_center:20260630:occupancy:SZSE_1225432330,180301:modern_logistics_center:20250630:occupancy:SZSE_1224202354,verified,verified,verified,9,-2.180748747285046,0.46875,logistics,2026-07-21,8,4.0,0.625,False,-0.3804173120590426,2026-07-21,2.168,0.0970799999999999,0.044778597785977814,2.0835,0.9610239852398523,0.006499535747446661,0.625,0.125,0.625,0.5,0.46875,8,5,2026-07-22,2026-09-02,1.1682242990654235,-0.9046009330342608,20,2026-08-19,-1.752336448598124,-1.4479933444960458,-0.3043431041020783
508028,wind_generation_yoy,2026-06-30,2026-07-21,power_generation,sum,binhai_h1_h2,1,25758.24,2025-06-30,33776.96,-23.740206341837744,508028:binhai_h1_h2:20260630:power_generation:508028_2026Q2,508028:binhai_h1_h2:20250630:power_generation:SSE_508028_20250721_TBZ8,verified,unverified,contains_unverified_source_registry,8,-1.6876149250625656,0.375,wind,2026-07-21,8,7.0,0.25,False,-22.05259141677518,2026-07-21,9.562,0.8024,0.08391549884961305,8.5982,0.8992051871993307,-0.005615640599001659,0.25,0.625,0.375,0.25,0.375,8,6,2026-07-22,2026-09-02,0.6457341189765042,-0.9046009330342608,20,2026-08-19,1.356041649850681,-1.4479933444960458,2.804034994346727
180401,gas_settlement_yoy,2026-06-30,2026-07-20,settled_electricity,sum,dongbu_power_phase1,1,60688.1,2025-06-30,85166.4,-28.741733829303573,180401:dongbu_power_phase1:20260630:settled_electricity:180401_2026Q2,180401:dongbu_power_phase1:20250630:settled_electricity:SZSE_1224203482,verified,unverified,contains_unverified_source_registry,11,-4.785146730013626,0.375,gas_power,2026-07-21,8,8.0,0.125,False,-23.956587099289948,2026-07-21,5.659,0.3983,0.07038345997526065,5.0233,0.8876656653118926,0.030783242258652033,0.125,0.5,0.25,0.625,0.375,8,7,2026-07-22,2026-09-02,-1.092217947126728,-0.9046009330342608,20,2026-08-19,0.21099664887673786,-1.4479933444960458,1.6589899933727836
508026,hydro_generation_yoy,2026-06-30,2026-07-21,power_generation,sum,wuyiqiao_1_5,1,8421.2304,2025-06-30,9259.3872,-9.051968363521933,508026:wuyiqiao_1_5:20260630:power_generation:508026_2026Q2,508026:wuyiqiao_1_5:20250630:power_generation:508026_2025Q2,verified,verified,verified,4,8.134338156550571,0.3125,hydropower,2026-07-21,8,6.0,0.375,False,-17.186306520072506,2026-07-21,3.753,0.20900000000000002,0.05568878230748735,2.3024,0.6134825472954969,0.0013340448239060887,0.375,0.375,0.125,0.375,0.3125,8,8,2026-07-22,2026-09-02,0.41585127201566596,-0.9046009330342608,20,2026-08-19,-2.3727984344422692,-1.4479933444960458,-0.9248050899462235
